A10 A14 A15 A17 A19 A02 A20 A21 A22 A26 A27 A28 A29 A03 A30 A04 A05 A06 A07 A09 B01 B10 B11 B12 B13 B14 B15 B02 B03 B04 B05 B06 B07 B08 B09 C10 C12 C14 C15 C16 C17 C18 C19 C02 C03 C04 C06 C07 C08 C09 D10 D12 D13 D14 D17 D02 D20 D26 D27 D29 D31 D35 D04 D06 D09 E10 E12 E14 E16 E17 E22 E24 E03 E30 E31 E35 E40 E05 E08 E09 F10 F11 F13 F15 F16 F21 F22 F23 F26 F28 F29 F03 F32 F34 F36
ASV_560 0 12 27 0 0 15 0 0 0 7 0 19 0 16 0 0 0 12 0 0 0 0 18 0 0 0 12 0 14 0 11 10 9 0 0 0 38 0 17 0 0 14 0 40 0 17 0 0 21 7 14 18 11 19 0 6 0 21 13 17 13 13 0 10 0 0 10 0 7 0 13 11 5 10 7 16 0 0 0 10 8 0 11 25 31 0 0 0 8 25 0 0 13 0 27
ASV_565 0 0 0 8 0 12 0 16 0 0 14 15 18 0 14 0 0 0 11 14 25 19 19 19 0 16 23 25 0 15 0 14 19 26 33 0 0 0 0 25 52 0 0 16 16 15 0 11 29 21 0 0 0 0 0 19 0 0 17 0 15 0 0 11 0 0 0 0 0 15 0 0 0 12 0 14 15 0 0 0 10 0 0 0 0 0 0 0 0 0 11 20 0 11 0
ASV_567 0 0 35 0 0 32 0 0 37 0 0 0 0 0 0 0 0 41 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 61 0 0 0 0 0 0 0 34 84 39 0 0 116 0 0 0 0 0 0 0 10 0 0 16 0 0 38 0 0 0 0 69 0 0 0 0 6 0 81 0 0 0 101 0 0 0 0 0
ASV_568 0 0 16 0 25 0 0 26 0 0 54 20 0 31 28 25 26 0 0 49 0 0 0 0 0 0 25 0 0 48 0 75 0 0 0 0 0 32 0 0 0 0 51 0 0 0 0 0 0 0 25 0 0 0 24 14 0 0 0 0 0 0 0 0 0 0 0 0 0 52 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 74 0 0 0 0 0 0 0 0 0
ASV_571 0 24 39 22 0 0 0 12 27 0 0 15 0 0 47 61 0 14 0 31 0 0 16 12 0 8 28 0 0 9 0 26 0 0 0 0 0 19 0 0 0 0 0 46 0 0 20 0 0 0 0 0 0 23 0 32 0 0 14 0 0 0 0 15 0 13 0 3 0 0 0 0 0 0 0 0 0 0 0 3 0 0 3 56 0 0 25 3 7 0 0 10 0 0 42
ASV_572 0 0 0 0 0 10 0 0 0 8 10 0 0 0 0 15 0 0 0 11 0 0 0 0 0 0 0 0 30 0 0 11 0 0 5 0 0 0 0 0 22 0 0 0 0 0 0 15 0 0 0 0 0 84 0 0 0 0 0 0 0 162 0 0 0 0 0 14 0 0 0 203 0 0 110 0 0 0 0 122 0 0 0 0 0 5 0 0 0 9 29 0 0 0 0
ASV_575 0 0 0 0 0 49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 24 0 22 0 9 0 28 63 0 0 0 0 0 0 0 21 0 0 20 0 27 0 0 0 51 0 56 0 0 0 0 69 0 34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 475 0 0 0 0 0 1 0 0 0 0 35 0 0 0 0 0
ASV_576 14 0 0 0 0 0 0 0 0 0 18 0 0 0 0 15 8 0 13 0 0 8 17 0 0 16 0 17 0 16 0 0 11 0 0 0 0 23 0 0 24 0 0 0 0 0 0 0 0 0 26 28 11 0 0 0 0 0 0 31 0 40 19 0 36 0 113 0 0 0 0 0 0 0 0 0 82 0 0 0 0 0 0 0 0 60 0 0 0 0 0 0 0 0 66
ASV_577 0 0 0 0 0 0 54 0 0 34 0 0 0 40 0 52 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 69 0 0 0 0 0 0 309 0 0 0 42 32 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 38 0 0 0 0 0 9 0 0 0 41 48 0 2 0 0 0 0 0 0 0 3 0 0 0 5 0 0 0 0 0 0 0 4 0
ASV_579 33 0 8 49 11 0 9 12 95 21 29 15 8 7 6 21 12 0 23 3 2 0 21 3 0 14 8 20 0 0 0 0 12 0 32 0 0 10 36 8 11 0 0 2 0 0 2 0 31 1 17 25 0 1 1 0 0 0 0 25 6 0 0 0 0 1 0 3 3 5 0 7 0 0 0 0 0 0 15 0 1 0 7 7 7 24 6 0 3 8 0 3 2 2 4
ASV_580 0 0 0 0 0 27 0 0 0 0 0 10 0 16 15 0 7 0 0 0 15 0 0 39 21 0 0 0 0 0 0 19 0 0 0 0 0 10 0 22 32 8 16 13 17 0 0 19 9 14 68 15 0 7 0 0 20 0 0 10 22 0 0 9 0 3 0 12 12 10 39 0 69 9 0 0 0 4 16 0 14 0 0 0 10 0 0 0 0 0 0 2 0 9 0
ASV_583 0 0 0 0 48 0 0 0 0 0 0 0 0 0 0 0 45 0 0 0 0 0 0 0 0 0 92 0 0 0 0 0 50 0 0 0 0 82 0 0 0 0 0 0 71 63 0 0 0 0 0 0 0 0 0 0 0 0 0 64 0 0 0 0 88 83 0 0 0 205 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 146 0 0 0
ASV_584 11 0 0 0 0 10 0 12 12 0 21 15 0 11 0 14 23 0 0 0 0 0 0 0 34 15 0 0 23 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 46 22 0 34 0 0 20 0 0 0 17 21 35 0 0 0 0 0 60 0 0 62 0 0 0 0 0 0 0 0 0 0 0 0 0 152 0 0 48 0 0 0 0 0
ASV_590 0 0 0 0 0 199 21 65 0 46 45 92 0 76 154 0 45 0 49 0 0 151 0 56 0 0 65 0 0 0 58 0 0 0 0 0 0 0 0 77 0 0 68 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0 0 4 0 0 0 0 0 5 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0
ASV_591 0 0 0 0 0 0 0 0 47 0 42 0 0 0 0 0 0 0 29 0 0 0 0 0 0 27 41 0 0 0 0 0 0 47 43 0 34 0 29 0 0 0 0 48 0 0 0 0 77 0 0 0 23 0 0 0 0 0 0 0 0 0 46 0 0 0 209 0 0 0 0 0 0 0 0 0 0 0 44 0 0 0 0 0 70 0 0 0 0 0 0 0 0 0 0
ASV_596 3 14 7 6 6 11 12 23 19 25 2 5 17 12 11 5 7 5 4 16 15 9 14 16 1 9 4 18 11 5 4 16 7 4 9 0 0 0 0 1 10 0 0 7 0 12 6 0 1 31 0 0 17 0 0 19 0 3 9 0 0 22 12 0 11 0 10 12 6 7 7 7 4 9 0 10 1 0 0 6 10 10 11 7 1 10 0 0 0 9 9 9 8 7 0
ASV_598 0 0 0 0 24 0 0 0 0 0 0 0 13 15 0 0 0 0 0 15 87 0 71 0 12 18 0 0 0 0 0 0 18 0 0 0 0 0 0 0 37 30 0 0 0 26 0 0 0 20 0 0 0 57 0 0 21 25 0 0 0 27 0 0 0 0 6 0 37 0 0 0 0 0 48 8 0 35 0 0 0 0 32 0 0 0 0 0 0 0 0 0 0 0 30
ASV_601 0 0 0 62 85 32 0 0 68 0 109 0 0 0 0 110 32 29 0 40 0 50 0 0 0 0 44 0 0 21 0 40 0 158 0 0 0 54 0 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 5 0 7 0 0 0 0 0 0 0 0 0 0 0 0 18 7 0 0 0 0 0 0 0 0 0 4 0
ASV_602 0 0 18 22 12 35 12 15 0 15 24 0 0 0 10 14 0 0 0 0 7 55 12 0 12 14 7 0 7 19 22 12 18 120 0 32 19 0 62 0 0 0 0 31 0 47 0 0 0 0 0 0 0 0 0 12 0 0 6 8 0 0 0 0 0 0 10 0 6 0 0 6 0 6 0 8 0 0 0 0 0 0 0 0 0 0 0 7 0 0 4 0 0 0 0
ASV_603 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 4 14 0 0 17 0 0 0 18 0 0 0 0 27 7 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 14 0 21 0 0 33 33 12 14 28 0 0 0 0 0 0 0 0 23 1 0 0 5 0 0 0 0 0 1 0 117 0 2 0 0 0 0 14 4 92 11 0 0 0
ASV_604 15 32 24 39 0 16 0 0 30 34 0 0 29 0 41 0 31 0 0 49 33 0 0 0 28 0 0 0 24 0 0 0 0 82 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 20 16 17 0 0 38 0 0 0 0 0 0 0 0 36 0 0 0 0 0 0 0 0 0 42 0 25 57 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ASV_609 0 0 0 0 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 114 56 0 30 150 0 0 104 0 0 0 63 0 0 0 0 0 0 0 43 0 0 0 0 0 0 0 0 0 87 0 0 0 0 0 0 0 0 35 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 106 0 0 0 0 0 0 0 0 0
ASV_610 0 0 46 56 0 0 0 25 63 65 0 47 0 0 0 26 0 47 0 0 0 73 0 0 53 0 82 0 0 0 20 0 21 132 0 0 0 0 0 0 0 0 0 0 0 92 0 0 0 0 0 0 0 0 0 0 33 0 0 0 0 0 0 0 0 0 0 0 0 0 9 4 22 2 0 0 0 0 0 12 0 0 0 7 3 0 0 0 3 0 2 0 0 0 0
ASV_612 0 27 0 0 34 0 0 0 0 0 0 0 0 0 0 78 0 0 0 0 51 0 0 56 0 0 0 0 0 33 0 0 0 47 0 0 0 41 0 117 0 0 0 0 0 62 67 0 0 0 0 0 0 0 24 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 143 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0
ASV_614 0 0 48 0 0 0 115 0 75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 38 48 0 0 38 117 0 0 0 0 0 54 0 0 0 0 91 0 0 57 0 0 24 0 0 0 0 0 0 0 0 29 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33 0 0 13 0 0 0 10 27 0 0 0 0 20 0 0 0 0 0 0 0 4
ASV_619 0 38 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 47 0 0 47 0 0 0 54 37 0 0 19 0 0 0 0 0 0 55 0 0 0 25 0 0 26 0 0 0 0 0 0 0 84 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 39 0 50 0 0 0 0 0 0 0 0 0 0 255 0 0 0 0 0 0 28 0 0 0 0 0
ASV_623 0 0 0 0 0 0 0 0 0 0 0 0 0 48 0 0 0 0 0 0 0 0 0 0 0 0 67 0 0 0 0 0 24 0 0 0 0 0 0 0 0 0 0 0 0 44 0 0 0 0 0 47 0 0 0 0 0 106 0 0 45 0 83 0 0 0 0 0 0 0 0 1 43 0 0 0 0 0 0 83 0 0 0 0 0 0 0 0 0 0 141 262 0 0 0
ASV_626 24 0 16 12 8 15 18 19 22 0 29 18 18 12 9 21 12 0 0 18 0 13 0 0 0 0 0 19 0 13 0 17 11 11 0 0 26 0 16 19 17 0 0 0 10 24 0 0 0 11 0 0 0 0 0 15 17 21 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 13 0 0 0 0 0 0 0 0 11 0 0 0 19 14 0 12 0 9
ASV_628 17 0 9 0 0 45 0 0 0 25 7 14 4 0 31 0 21 6 0 11 16 0 22 14 0 0 10 0 0 5 6 0 0 0 31 0 14 0 64 16 0 26 0 1 0 0 0 0 0 20 0 0 0 0 19 0 12 0 0 34 0 0 0 0 24 12 15 8 0 0 1 0 33 0 0 2 0 6 40 0 12 0 0 0 10 0 0 0 0 3 0 0 0 0 0
ASV_629 0 0 0 0 0 3 0 0 0 0 0 0 4 0 0 0 0 0 0 0 14 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 33 0 0 30 4 0 28 12 34 40 12 44 0 14 43 0 0 0 0 28 0 0 0 0 27 24 21 19 7 74 0 0 20 31 0 0 0 0 0 25 28 0 18 0 21
ASV_630 0 0 0 0 0 0 0 0 0 30 0 0 0 0 0 13 0 0 0 13 0 0 0 0 14 0 0 0 0 0 0 13 24 0 14 39 0 14 0 22 20 22 72 29 0 0 21 0 0 0 0 0 0 0 0 17 0 20 21 14 25 25 0 0 0 0 9 0 5 0 0 0 9 0 8 0 8 0 0 0 0 7 23 0 14 7 7 3 6 0 13 0 0 9 24
ASV_631 14 0 13 0 10 29 0 0 0 12 0 0 9 22 0 14 0 13 18 0 0 18 0 0 0 0 0 18 0 0 0 0 0 13 0 16 13 37 37 0 14 26 25 13 0 0 0 7 19 0 0 12 15 0 0 0 0 0 0 0 0 0 22 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 25 0 0 0 0 0 0 0 55 0 0 0 0 0 0 0 0
ASV_633 25 0 0 0 0 0 0 0 17 0 0 0 31 0 23 0 0 27 29 0 0 0 0 0 0 0 0 0 0 24 0 16 0 0 0 32 25 16 0 0 0 29 51 0 33 22 0 21 0 0 15 0 0 0 0 15 0 0 0 0 0 22 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 0 17 0 0 0 0 0 0 0 33 0 0
ASV_634 25 40 10 0 0 0 0 9 23 20 0 15 21 0 38 10 0 0 19 24 0 0 0 0 0 0 19 0 0 0 0 0 0 0 16 113 19 0 227 40 89 0 0 77 0 0 23 0 101 19 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 3 3 0 7 0 0 0 0 0 0 0 0 0
ASV_636 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 14 0 55 0 43 0 0 53 0 0 38 49 19 43 52 0 0 0 0 0 145 0 0 0 0 0 490 0 0 0 0 0 0 0 0 0 0 134 0 0 0 0 0 0 0 0
ASV_643 0 0 0 0 0 0 0 29 0 0 0 0 0 0 0 0 0 0 0 0 54 0 0 0 103 0 23 0 0 48 0 127 0 0 0 0 0 0 0 38 0 92 139 0 0 0 41 0 0 0 0 0 0 0 0 0 0 0 19 0 22 0 0 0 0 0 0 0 0 0 0 16 0 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 15 0
ASV_649 11 0 23 0 0 19 0 14 14 0 12 19 0 26 0 18 0 0 18 19 20 0 0 0 0 0 9 0 22 0 0 16 0 0 20 0 0 10 0 54 0 0 0 0 0 11 16 0 0 0 0 20 0 14 9 0 0 17 17 0 0 0 0 0 14 19 0 0 0 0 0 0 0 0 0 25 5 0 0 0 0 0 0 0 0 0 0 34 0 0 0 53 0 0 0
ASV_653 0 0 0 0 0 0 0 0 0 0 0 0 0 30 0 0 0 0 0 23 0 0 0 0 0 0 0 0 0 23 23 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 23 0 41 0 0 54 0 26 0 0 59 0 0 0 60 0 0 0 0 33 0 3 0 2 0 0 14 27 52 0 4 10 0 0 7 0 0 16 15 0 0 0 0 0 0 0
ASV_661 0 0 52 0 0 0 0 0 0 0 65 0 0 69 0 55 50 0 0 0 0 0 0 0 62 0 0 0 0 0 0 0 0 0 0 0 0 181 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 43 0 0 52 0 0 0 0 3 0 36 4 5 5 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
ASV_662 0 0 0 21 0 24 0 0 21 0 0 18 0 0 0 0 0 28 0 0 28 0 37 0 27 0 0 0 93 0 0 0 0 0 0 0 0 27 0 0 0 0 0 19 0 26 0 0 0 0 17 0 0 0 0 0 15 19 29 29 0 0 0 0 0 0 36 0 5 0 4 17 0 0 0 0 14 0 0 0 15 0 3 0 20 0 0 5 4 0 0 15 0 0 0
ASV_666 0 0 0 0 0 0 0 0 0 24 0 0 26 21 24 0 0 0 0 0 0 32 21 0 49 0 0 0 23 24 32 26 22 28 0 0 0 0 0 0 0 0 0 45 22 18 20 0 36 29 0 0 0 0 0 0 0 0 0 0 0 0 23 0 22 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 7 0 0 0 0 18 0 0 0 31 0 16
ASV_671 0 0 0 11 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 0 22 12 0 11 0 0 0 0 0 0 0 0 9 24 0 16 0 0 0 0 0 0 22 0 35 0 0 0 13 0 1 3 2 4 0 0 2 1 1 0 0 1 0 0 1 2 3 7 4 2 1 2 2 3 7 4 3 5 28
ASV_673 10 0 13 0 0 0 0 12 9 4 9 22 6 0 0 11 14 0 0 15 3 21 33 0 0 7 22 42 0 0 14 0 0 0 0 0 0 15 0 0 14 0 0 0 0 0 0 0 9 0 3 25 0 10 0 10 41 0 0 21 0 0 1 0 0 0 9 3 0 0 0 0 0 12 0 0 0 0 3 0 11 17 0 0 67 8 0 0 0 23 0 8 0 0 13
ASV_675 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 27 0 0 0 0 136 0 41 0 0 0 0 0 29 0 42 0 19 0 0 0 0 0 29 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 33 30 0 0 0 0 0 36 0 0 0 0 0 27 0 0 136 0 0 0 0 0 0 9 0 0 0 4 0 0 6 7 4 0 0 0 0 0 0
ASV_683 0 0 0 0 0 17 15 0 0 0 23 0 21 18 19 12 0 0 0 0 16 0 13 0 0 0 0 12 0 0 0 0 0 10 0 14 0 15 0 0 10 0 0 22 0 0 19 0 0 11 20 0 0 11 0 0 16 0 13 0 0 24 11 0 32 0 0 0 0 10 5 9 0 5 0 7 0 8 0 0 0 21 11 10 19 0 5 0 0 0 20 14 27 9 0
ASV_684 21 21 0 0 0 0 0 0 0 0 0 0 18 0 14 0 11 0 0 0 23 14 16 0 0 18 0 11 0 0 0 0 17 0 0 0 0 0 0 0 0 0 32 0 0 18 15 22 19 0 0 21 0 0 14 11 0 0 0 32 0 0 0 14 0 0 0 0 0 0 0 0 0 26 0 0 81 0 15 0 0 55 0 0 0 0 0 0 0 0 0 0 0 0 0
ASV_685 0 0 165 0 0 0 0 0 0 0 0 0 0 0 0 22 0 0 0 0 0 0 0 0 0 0 0 57 0 0 0 0 0 0 24 0 0 0 0 0 55 0 0 0 0 0 0 0 0 0 0 0 0 75 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 32 0 0 0 0 0 0 0 353 0 34 0 0 1 0 0 0 0 0 0 0 0 0 0 0
ASV_694 0 0 29 0 0 0 0 0 33 0 0 0 0 0 31 0 0 0 0 39 0 0 41 0 0 0 52 0 0 0 0 46 37 0 0 0 0 0 0 0 107 0 44 0 0 63 0 0 0 0 54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 3 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 6 9 3 0 6 4 0 32 2 0 0 0
ASV_700 0 0 0 0 0 0 0 19 0 18 0 0 0 31 0 0 0 0 0 0 0 0 0 0 40 0 0 0 0 27 0 0 0 0 0 56 0 0 63 0 0 60 43 41 48 35 0 0 22 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 34 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0
ASV_701 14 18 18 22 0 0 0 0 13 0 14 0 23 0 0 0 12 0 0 0 0 16 16 11 0 39 0 0 0 10 10 0 0 0 0 0 0 0 15 0 0 0 15 15 0 22 0 0 0 0 19 0 0 17 0 0 7 13 0 0 23 0 13 0 0 0 7 0 9 12 9 0 0 19 0 0 10 0 11 0 12 0 0 0 0 0 11 0 14 9 0 0 8 0 12
ASV_702 0 9 17 0 0 10 0 0 0 0 17 8 14 9 0 30 15 0 0 0 17 0 21 0 12 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 3 18 0 0 0 22 0 19 0 0 3 32 0 0 10 0 9 12 0 28 15 17 0 0 0 8 24 6 0 0 0 0 13 3 0 0 36 14 39 0 10 0 0 0 0 0 0 0 14 4 0 0 0 0 12
ASV_705 9 0 0 9 8 5 0 5 16 6 0 0 0 6 0 8 0 0 9 14 0 0 0 0 0 5 0 0 0 0 0 0 0 0 7 119 20 13 0 5 7 22 22 0 14 0 0 17 27 0 0 0 10 0 0 3 0 12 0 0 0 5 12 0 4 0 0 0 0 0 0 12 0 14 0 0 9 0 0 0 14 0 0 0 19 0 0 0 0 0 0 0 0 0 19
ASV_706 0 0 0 51 0 37 0 0 54 33 0 30 0 0 0 0 0 0 0 0 0 0 0 39 46 0 0 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 257 0 0 0 0 0 0 0 0 108 0 0 0 0 0 0 0 0 0 0 0 0
ASV_708 0 0 0 22 27 0 0 0 30 0 0 0 0 0 41 16 0 10 0 0 0 25 0 0 15 0 0 0 0 0 11 0 18 0 0 0 0 18 0 0 0 0 0 0 0 0 0 12 9 0 0 0 0 0 0 25 29 23 0 0 0 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 56 0 0 0 0 156 0 0 0 0 0 45 0 0 0 0 0 0 0
ASV_709 0 0 0 0 0 0 0 0 0 84 0 0 0 0 0 0 0 0 0 0 35 36 0 0 33 0 0 0 0 0 0 0 45 0 0 0 0 0 75 55 0 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 44 49 0 0 0 0 0 8 48 0 0 0 0 0 0 0 0 0 0 0 0 0 33 87 0 0 0 0 0 5 1 1 0 0 0 0
ASV_712 0 0 0 0 0 21 0 0 0 0 0 0 19 13 0 12 18 0 0 0 0 0 0 19 25 0 0 0 19 22 0 0 0 0 0 0 0 0 0 0 0 12 26 0 0 0 0 0 0 0 22 54 0 0 17 0 17 0 0 0 0 0 0 24 0 7 23 0 8 7 0 0 0 0 0 31 0 0 26 0 0 43 14 0 0 0 0 0 0 3 5 0 3 0 9
ASV_718 0 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 0 0 0 21 0 0 35 30 14 0 0 27 0 0 0 0 0 0 0 0 21 34 0 0 0 0 17 36 28 30 0 23 0 0 0 0 0 0 0 44 0 0 0 29 0 0 35 0 79 0 0 0 0 0 0 0 0 66 0 0
ASV_719 26 0 0 0 20 0 23 8 0 0 26 14 0 16 15 16 17 26 13 0 9 18 0 8 13 0 7 0 0 0 0 0 0 0 0 67 35 9 33 20 0 35 94 23 24 0 0 0 0 0 9 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 5 0 5 8 0 0 0 5 5 0 0 0 0 0 0 0 0
ASV_720 0 0 0 0 0 0 0 40 0 0 0 0 0 0 0 32 0 0 0 0 0 0 0 0 22 33 47 0 0 0 0 29 0 0 0 62 0 0 58 0 0 0 54 0 100 0 0 43 56 0 0 0 0 0 0 0 9 0 0 0 22 0 0 0 0 14 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 34 0 0 0 0 11 12 0 0 0 0
ASV_723 53 43 0 0 0 0 26 0 0 0 53 0 0 0 0 0 0 30 0 42 0 33 0 54 27 16 41 0 0 17 0 24 24 0 20 0 0 0 0 0 52 48 42 0 0 38 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 9 10 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 7
ASV_724 14 22 9 0 11 17 21 0 0 24 26 13 63 34 25 21 0 0 17 0 0 0 16 16 30 13 16 0 8 0 0 8 0 0 0 0 13 0 14 17 0 24 0 0 0 19 8 11 0 27 0 0 0 0 0 13 0 0 0 0 0 6 11 0 0 7 2 0 3 2 3 0 4 0 3 3 0 4 5 5 3 5 0 0 6 0 0 4 0 0 5 0 0 3 4
ASV_726 0 21 8 0 9 0 0 12 0 0 0 13 0 0 7 12 13 0 0 11 0 55 0 16 61 0 11 7 0 0 0 15 12 9 10 0 16 13 0 0 9 10 0 32 18 22 0 0 0 0 0 29 0 0 13 0 0 0 0 8 0 0 0 11 0 17 0 0 7 0 12 0 5 0 0 0 0 12 0 5 7 11 0 0 0 0 0 0 12 0 0 0 0 0 0
ASV_729 0 0 0 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 34 0 0 0 0 0 0 0 0 183 0 0 64 0 0 45 0 0 0 31 0 40 126 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 53 0 0 0 0 0 0 0 0 0 0
ASV_731 0 0 0 27 0 0 0 0 0 0 0 26 0 0 27 24 0 0 0 0 0 23 0 20 25 0 20 0 0 0 0 0 0 0 0 0 0 21 0 0 22 20 0 16 0 0 0 0 0 0 0 0 0 0 31 0 0 0 0 57 0 0 30 0 0 24 56 0 0 0 50 0 0 0 0 0 0 0 0 0 0 0 0 69 0 32 0 0 0 0 0 0 0 0 0
ASV_732 0 0 0 0 0 0 0 0 0 0 0 34 0 0 0 0 18 0 0 0 0 0 0 0 0 36 0 0 0 0 0 0 0 0 22 0 0 0 0 19 0 0 0 0 0 0 0 0 0 24 0 44 0 0 0 0 0 0 0 68 33 0 0 20 29 0 0 38 16 11 0 28 0 0 0 0 0 7 0 0 39 0 0 0 0 0 8 0 0 13 10 0 0 0 0
ASV_735 54 0 0 0 0 0 0 0 0 0 0 0 53 0 0 0 0 0 40 0 0 0 0 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41 0 0 0 0 60 23 0 0 0 0 0 0 0 0 0 50 0 0 0 0 0 0 59 0 142 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0
ASV_736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41 0 0 54 0 0 0 0 33 0 0 0 0 35 0 0 0 0 0 0 0 0 0 24 67 0 0 0 0 0 0 14 0 25 0 0 27 16 0 0 17 0 35 0 0 0 13 0 3 0 0 2 6 25 74 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 3 16 0 0 0 9
ASV_739 0 30 37 0 0 0 29 25 0 0 0 40 52 0 39 0 0 17 0 44 37 0 27 0 0 24 0 42 0 21 0 43 0 0 0 0 0 12 0 0 0 0 0 0 0 19 0 0 0 0 12 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 15 0 0 0 0 0 4 0 0 0 0 15 0 0 0 0 0 0 0 0 0
ASV_740 48 0 0 51 0 0 0 0 46 0 0 0 0 0 42 55 0 0 0 0 0 75 0 0 0 0 15 0 55 0 0 0 0 0 0 0 0 0 0 0 83 0 0 36 0 0 42 0 0 0 0 0 0 0 0 0 0 0 0 0 35 0 0 0 0 0 17 1 22 6 0 12 2 0 0 0 0 5 0 0 0 0 0 6 0 0 0 0 0 0 2 0 0 0 0
